brand,category,ingredient,name,price,rating,reviews_number,unit
"
            By Nulo","Dog,Food","Crude Protein,31.0% min,Crude Fat,17.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.9% min,Vitamin E,300 IU/kg min,Omega 6 Fatty Acids,2.8% min,Omega 3 Fatty Acids,0.85% min,L-Carnitine,400 mg/kg min,Ascorbic Acid (Vitamin C),65 mg/kg min,Bacillus coagulans,80,000,000 CFU/lb min,Up to 5 lbs,¼ – ½,6 - 10 lbs,½ – ¾,11 - 15 lbs,¾ – 1,16 - 20 lbs,1 – 1¼,21 - 25 lbs,1¼ – 1½,26 - 30 lbs,1½ – 1¾","
        Nulo FreeStyle Grain-Free Small Breed Salmon & Red Lentils Recipe Dry Dog Food","
                        $33.99",/assets/img/ratings/rating-4_9.png,13,11-lb bag
"
            By Wellness","Dog,Food","Crude Protein,30.0% min,Crude Fat,15.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Calcium,1.1% min,Phosphorus,0.7% min,Vitamin A,5,000 IU/kg min,Vitamin E,400 IU/kg min,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,1.0% min,Glucosamine,250 mg/kg min,Chondroitin Sulfate,200 mg/kg min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,5 - 15 lbs,½ - 1,15 - 25 lbs,1 - 1 ?,25 - 45 lbs,1? - 2 ½,45 – 65 lbs,2 ½ - 3 ?,65 – 85 lbs,3 ? - 4,85 – 105 lbs,4 – 4 ¾,105 – 125 lbs,4 ¾ -- 5 ?,Dogs over 115 lbs,Add 1/3 cup per additional 10 lbs","
        Wellness TruFood Baked Blends Adult Recipe Salmon, Turkey Liver & Flaxseed Grain-Free Dry Dog Food","
                        $18.99",/assets/img/ratings/rating-4_6.png,30,3-lb bag
"
            By FirstMate","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Ash,7.0% max,Magnesium,0.08% min,Calcium,1.5% min,Phosphorous,0.9% min,Glucosamine,100 mg/kg min,Calcium / Phosphorous ratio,1.7:1,2 - 5 lbs,1/8 - 1/4,1/8 - 1/4,1/8 - 1/4,5 - 10 lbs,1/8 - 1/4,1/4 - 1/3,1/4 - 1/3,10 - 20 lbs,1/4 - 1/2,1/3 - 2/3,1/3 - 3/4,20 - 30 lbs,1/2 - 3/4,2/3 - 1,3/4 - 1 1/4,30 - 50 lbs,3/4 - 1 1/2,1 - 1 3/4,1 1/4 - 2,50 - 70 lbs,1 1/2 - 2,1 3/4 - 2 1/4,2 - 2 3/4,70 - 90 lbs,2 - 2 1/2,2 1/4 - 3,2 3/4 - 3 1/2,90 - 110 lbs,2 1/2 - 3,3 - 3 3/4,3 1/2 - 4 1/4,110 - 140 lbs,3 - 4,3 3/4 - 4 1/2,4 1/4 - 5","
        FirstMate Chicken Meal with Blueberries Formula Limited Ingredient Diet Grain-Free Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_5.png,12,28.6-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,35.0% min,Crude Fat,15.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,0.45% min,Up to 10 lbs,1/2 - 1,10 - 20 lbs,1 - 1 1/2,20 - 30 lbs,1 1/2 - 2,30 - 40 lbs,2 - 2 1/2,40 - 60 lbs,2 1/2 - 3 1/2,60 - 80 lbs,3 1/2 - 4 1/2,80 - 100 lbs,4 1/2 - 5 1/2","
        Natural Balance Wild Pursuit Trout, Salmon Meal & Tuna Formula Grain-Free Dry Dog Food","
                        $35.77",/assets/img/ratings/rating-4_7.png,44,10-lb bag
"
            By Great Life","Dog,Food","Crude Protein,31.0% min,Crude Fat,14.5% min,Crude Fiber,5.0% max,Moisture,10.0% max,2 - 10 lbs,1/4 - 3/4,1/2 - 3,10 -25 lbs,1/2 - 1 1/2,1 1/2 - 6,25 - 50 lbs,1 1/4 - 2 1/2,3 - 10,50 - 75 lbs,2 - 3 1/2,5 - 14,75 - 100 lbs,2 3/4 - 4 1/2,7 - 17,100 - 125 lbs,3 1/2 - 5,8 1/2 - 20","
        Great Life Grain-Free Chicken Dry Dog Food","
                        $52.19",/assets/img/ratings/rating-4_7.png,15,25-lb bag (original)
"
            By Annamaet","Dog,Food","Crude Protein,30.0% min,Crude Fat,16.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Ash,7.5% max,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,1.6% min,DHA,0.3% min,L-Carnitine,35 mg/kg min,Up to 14 lbs,1/3 to 1,15 to 30 lbs,1 to 2,31 to 45 lbs,2 to 2-1/2,46 to 60 lbs,2-1/2 to 3,61 to 75 lbs,3 to 3-1/2,76 to 90 lbs,3-1/2 to 4,91 lbs & over,4 to ?","
        Annamaet Grain-Free Manitok Red Meat Formula Dry Dog Food","
                        $97.99",/assets/img/ratings/rating-4_7.png,41,30-lb bag
"
            By Halo","Dog,Food","Crude Protein ,28.0% min ,Crude Fat ,15.0% min ,Crude Fiber ,6.5% max ,Moisture ,10.0% max ,Omega 6 Fatty Acids ,3.1% min ,Omega 3 Fatty Acids ,0.50% min ,2 - 4 lbs ,1/4 - 1/2 ,4 - 8 lbs ,1/2 - 3/4 ,9 - 12 lbs ,3/4 - 1 ,13 - 16 lbs ,1 - 1 1/4 ,17 - 20 lbs ,1 1 /4 - 1 1/2 ,21 - 25 lbs ,1 1/2 - 1 3/4 ","
        Halo Spot's Stew Turkey, Duck, & Pheasant Recipe Toy & Small Breed Dry Dog Food","
                        $14.58",/assets/img/ratings/rating-4_7.png,39,4-lb bag
"
            By FirstMate","Dog,Food","Crude Protein,24.0% min,,,Crude Fat,13.0% min,Crude Fiber,7.5% max,Moisture,10.0% max,Magnesium,0.15% max,,,Ash,8.0% max,Calcium,2.2% min,Phosphorous,1.2% min,Glucosamine,100 mg/kg min,Calcium/Phosphorous Ratio,1.8:1,2 - 5 lbs,1/8 - 1/4,1/8 - 1/4,1/8 - 1/4,5 - 10 lbs,1/8 - 1/4,1/4 - 1/3,1/4 - 1/3,10 - 20 lbs,1/4 - 1/2,1/3 - 2/3,1/3 - 3/4,20 - 30 lbs,1/2 - 3/4,2/3 - 1,3/4 - 1 1/4,30 - 50 lbs,3/4 - 1 1/2,1 - 1 3/4,1 1/4 - 2,50 - 70 lbs,1 1/2 - 2,1 3/4 - 2 1/4,2 - 2 3/4,70 - 90 lbs,2 - 2 1/2,2 1/4 - 3,2 3/4 - 3 1/2,90 - 110 lbs,2 1/2 - 3,3 - 3/4,3 1/2 - 4 1/4,110 - 140 lbs,3 - 4,3 3/4 - 4 1/2,4 1/4 - 5","
        FirstMate Australian Lamb Meal Formula Limited Ingredient Diet Grain-Free Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_7.png,13,28.6-lb bag
"
            By Dr. Gary's Best Breed","Dog,Food","Crude Protein,25.0% min,Crude Fat,13.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,0 - 10 lbs,1/4 - 3/4,11 - 23 lbs,3/4 - 1 1/4,24 - 36 lbs,1 1/4 - 1 3/4,37 - 49 lbs,1 3/4 - 2 1/4,50 - 62 lbs,2 1/4 - 3,63 - 75 lbs,3 - 3 1/2,76 - 89 lbs,3 1/2 - 4,90+ lbs ,4 + 1/2**","
        Dr. Gary's Best Breed Holistic Large Breed Dry Dog Food","
                        $51.99",/assets/img/ratings/rating-4_8.png,7,30-lb bag
"
            By Precise Naturals","Dog,Food","Crude Protein,23.0% min,Crude Fat,7.0% min,Crude Fat,9.0% max,Crude Fiber,8.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,1.85% min,Omega 3 Fatty Acids,0.3% min,Ascorbic Acid (Vitamin C),55 mg/kg min,L-Carnitine,300 mg/kg min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,275 mg/kg min","
        Precise Naturals Weight Management Formula Dry Dog Food","
                        $37.68",/assets/img/ratings/rating-4_6.png,22,30-lb bag
"
            By Lotus","Dog,Food","Crude Protein,24.0% min,Crude Fat,12.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Vitamin E,100 IU/kg min,Omega 3 Fatty Acids,0.50% min,Omega 6 Fatty Acids,2.50% min,Glucosamine Hydrochloride,600mg/kg min,Chondroitin Sulfate,450mg/kg min,Ascorbic Acid (Vitamin C),250mg/kg min,Ash,5.87%,Calcium,1.08%,Phosphorus,0.88%,Sodium,0.27%,Magnesium,0.17%,3 lbs,1/4,9 lbs,1/2,16.5 lbs,3/4,25.5 lbs,1,35.5 lbs,1 1/4,47 lbs,1 1/2","
        Lotus Oven-Baked Chicken Small Bites Recipe Adult Dry Dog Food","
                        $38.69",/assets/img/ratings/rating-4_4.png,17,12.5-lb bag
"
            By FirstMate","Dog,Food","Crude Protein,18.0% min,Crude Fat,8.0% min,Crude Fibre,8.0% max,Moisture,10.0% max,Magnesium,0.09% max,Ash,6.0% max,Calcium,0.8% min,Phosphorous,0.5% min,Glucosamine,100mg/kg,Calcium/Phosphorous Ratio,1.6:1,2 - 5 lbs,1/8 - 1/4,1/8 - 1/4,1/8 - 1/4,5 - 10 lbs,1/8 - 1/4,1/4 - 1/3,1/4 - 1/3,10 - 20 lbs,1/4 - 1/2,1/3 - 2/3,1/3 - 3/4,20 - 30 lbs,1/2 - 3/4,2/3 - 1,3/4 - 1 1/4,30 - 50 lbs,3/4 - 1 1/2,1 - 1 3/4,1 1/4 - 2,50 - 70 lbs,1 1/2 - 2,1 3/4 - 2 1/4,2 - 2 3/4,70 - 90 lbs,2 - 2 1/2,2 1/4 - 3,2 3/4 - 3 1/2,90 - 110 lbs,2 1/2 - 3,3 - 3 3/4,3 1/2 - 4 1/4,110 - 140 lbs,3 - 4,3 3/4 - 4 1/2,4 1/4 - 5","
        FirstMate Weight Control/Senior Pacific Ocean Fish Meal Formula Limited Ingredient Diet Grain-Free Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_5.png,21,28.6-lb bag
"
            By Grandma Lucy's","Dog,Food","Crude Protein (min),21.0%,Crude Fat (min) ,9.0% ,Crude Fiber (max) ,6.9%,Moisture (max) ,4.0% ,Calcium (min) ,1.2% ,Phosphorus (min),0.8% ,Magnesium (max),0.16% ","
        Grandma Lucy's Pureformance Grain-Free/Freeze-Dried Dog Food Pre-Mix","
                        $58.89",/assets/img/ratings/rating-4_5.png,39,8-lb bag
"
            By Blackwood","Dog,Food","Crude Protein,24.5% min,Crude Fat,14.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Omega 6 (Linoleic Acid),2.45% min,Omega 3 (Linolenic Acid),1.0% min,Glucosamine,440 ppm min,Chondroitin,70 ppm min,Total Micro-organisms,31,000,000 total CFU/lb min,3 lbs,1/3 - 1/2,5 lbs,3/8 - 2/3,10 lbs,2/3 - 3/4,20 lbs,1 - 1/3,30 lbs,1 1/3 - 1 3/4,40 lbs,2 - 2 1/3,50 lbs,2 1/4 - 2 2/3,60 lbs,2 2/3 - 3 1/8,70 lbs,3 1/4 - 4,80 lbs,4 1/8 - 4 2/3,100 lb,4 3/4 - 5 1/8","
        Blackwood Lamb Meal & Brown Rice Recipe Sensitive Skin & Stomach Formula Dry Dog Food","
                        $61.19",/assets/img/ratings/rating-4_8.png,20,30-lb bag
"
            By Canine Caviar","Dog,Food","Crude Protein,27.0% min,Crude Fat,17.0% min,Crude Fiber,5.9% max,Moisture,8.0% max,Calcium,1.1% min,Phosphorus,0.8% min,Omega 6,2.0% min,Omega 3,1.1% min,Taurine,0.1% min","
        Canine Caviar Limited Ingredient Diet Leaping Spirit Entrée Grain-Free Dry Dog Food","
                        $93.07",/assets/img/ratings/rating-4_6.png,76,24-lb bag
"
            By Evanger's","Dog,Food","Crude Protein,10.0% min,Crude Fat,5.0% min,Crude Fiber,1.5% min,Moisture,78.0% max","
        Evanger's Grain-Free Quail Canned Dog & Cat Food","
                        $32.99",/assets/img/ratings/rating-4_5.png,11,"13-oz, case of 12"
"
            By Solid Gold","Dog,Food","Crude Protein,22.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Zinc,200 mg/kg min,Iron,150 mg/kg min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),50 mg/kg min,Taurine,0.05% min,L-Carnitine,25 mg/kg min,Omega 6 Fatty Acids,1.5% min,Omega 3 Fatty Acids,0.755% min,Docosahexaenoic Acid (DHA),0.05% min,Lactic Acid Bacteria,2 x 105 cfu/g min,5-15 lbs,½ - 1 ¼,16-30 lbs,1 ¼ - 2,31-45 lbs,2 - 2 ¾,46-60 lbs,2 ¾ - 3 ¼,61-75 lbs,3 ¼ - 4","
        Solid Gold Sunday Sunrise Lamb, Sweet Potato & Pea Recipe Grain-Free Adult Dry Dog Food","
                        $59.99",/assets/img/ratings/rating-4_8.png,8,24-lb bag
"
            By Precise Holistic Complete","Dog,Food","Crude Protein,26.0% min,Crude Fat,15.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Calcium,1.1% min,Phosphorus,0.9% min,Omega 6 Fatty Acids,2.6% min,Omega 3 Fatty Acids,0.5% min,DHA (Docosahexaenoic Acid),0.1% min,Ascorbic Acid (Vitamin C),55 mg/kg min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,275 mg/kg min","
        Precise Holistic Complete Salmon Meal & Garbanzo Bean Formula Grain-Free Dry Dog Food","
                        $63.99",/assets/img/ratings/rating-4_6.png,21,26-lb bag
"
            By American Natural Premium","Dog,Food","Crude Protein,25.0% min,Crude Fat,16.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,2 - 10 lbs,1/4 - 5/8,10 - 25 lbs,5/8 - 1 1/4,25 - 50 lbs,1 1/4 - 2 1/8,50 - 75 lbs,2 1/8 - 3 1/8,75 - 100 lbs,3 1/8 - 4 1/8,100 - 125 lbs,4 1/8 - 5 1/8,125 - 150 lbs,5 1/8 - 6 1/8","
        American Natural Premium Original Recipe Dry Dog Food","
                        $55.01",/assets/img/ratings/rating-4_7.png,19,40-lb bag
"
            By Precise Naturals","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,1.0% min,Omega 6 Fatty Acids,2.8% min,Omega 3 Fatty Acids,0.5% min,Ascorbic Acid (Vitamin C),55 mg/lb min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,275 mg/kg min","
        Precise Naturals Grain-Free Chicken Formula Adult Dry Dog Food","
                        $50.99",/assets/img/ratings/rating-4_4.png,15,28-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,24.0% min,Crude Fat,15.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.24% min,Docosahexaenoic Acid (DHA),0.1% min,Omega 3 Fatty Acids,0.62% min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,25 mg/kg min,55 lbs,3,3 1/2,4,57 lbs,3 1/8,3 5/8,4 1/8,60 lbs,3 1/4,3 3/4,,4 1/4,62 lbs,3 1/4,3 3/4,4 3/8,64 lbs,3 3/8,3 7/8,4 1/2,66 lbs,3 1/2,4,4 1/2,68 lbs,3 1/2,4 1/8,4 5/8,71 lbs,3 5/8,4 1/4,4 3/4,73 lbs,3 3/4,4 1/4,,4 7/8,75 lbs,3 3/4,4 3/8,5,77 lbs,3 7/8,4 1/2,5 1/8,79 lbs,4,4 5/8,5 1/4,82 lbs,4,4 3/4,5 3/8,86 lbs,4 1/4,4 7/8,5 1/2,90 lbs,4 3/8,5 1/8,5 3/4,95 lbs,4 1/2,5 1/4,6,99 lbs,4 3/4,5 1/2,6 1/8","
        Royal Canin Maxi Adult 5+ Dry Dog Food","
                        $47.59",/assets/img/ratings/rating-4_7.png,9,30-lb bag
"
            By Grandma Lucy's","Dog,Food","Crude Protein (min),36.0%,Crude Fat (min) ,15.0% ,Crude Fiber (max) ,7.1%,Moisture (max) ,6.8% ,Calcium (min) ,1.2% ,Phosphorus (min),1.0% ,Magnesium (max),0.16% ","
        Grandma Lucy's Pureformance Grain-Free Rabbit Freeze-Dried Dog Food","
                        $95.95",/assets/img/ratings/rating-4_3.png,49,10-lb bag
"
            By Tiki Dog","Dog,Food","Crude Protein,13.1% min,Crude Fat,3.4% min,Crude Fiber,0.0% max,Moisture,79.0% max,Ash,1.0% max","
        Tiki Dog Lomi Lomi Luau Wild Salmon & Chicken on Brown Rice Canned Dog Food","
                        $17.21",/assets/img/ratings/rating-4_8.png,19,"2.8-oz, case of 12"
"
            By Caru","Dog,Food","Crude Protein,3.0% min,Crude Fat,0.01% min,Moisture,97.5% max","
        Caru Grass-Fed Beef Bone Broth for Dogs & Cats","
                        $11.99",/assets/img/ratings/rating-4_1.png,7,1.1-lb box
"
            By Triumph","Dog,Food","Crude Protein,21.0% min,Crude Fat,13.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Linoleic Acid,1.7% min,Calcium,1.0% min,Phosphorous,0.8% min,Zinc,250mg/kg min,Vitamin E,225 IU/kg min,Ascorbic Acid (Vitamin C),55mg/kg min,Omega 6 Fatty Acids,1.7% min,Glucosamine,200ppm min,Chondroitin Sulfate,20ppm min","
        Triumph Simply Six Limited Ingredient Lamb Meal, Brown Rice & Pea Recipe Dry Dog Food","
                        $30.79",/assets/img/ratings/rating-4_6.png,8,28-lb bag
"
            By Pro Pac","Dog,Food","Crude Protein,21.0% min,Crude Fat,12.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Vitamin E,100 IU/kg min,Ascorbic Acid (Vitamin C),35 mg/kg min,L-Carnitine,15 mg/kg min,Beta-Carotene,5 mg/kg min,Omega 6 Fatty Acids,2.75% min,Omega 3 Fatty Acids,0.55% min,Docosahexaenoic Acid (DHA),0.03% min,Glucosamine,400 mg/kg min,Chondroitin Sulfate,250 mg/kg min","
        Pro Pac Ultimates Chicken Meal & Brown Rice Mature Dry Dog Food","
                        $29.97",/assets/img/ratings/rating-5_0.png,6,28-lb bag
"
            By Grandma Lucy's","Dog,Food","Crude Protein (min),34.0%,Crude Fat (min) ,14.0% ,Crude Fiber (max) ,6.7%,Moisture (max) ,6.7% ,Calcium (min) ,1.3% ,Phosphorus (min),1.0% ,Magnesium (max),0.16% ","
        Grandma Lucy's Artisan Grain-Free Pork Freeze-Dried Dog Food","
                        $74.09",/assets/img/ratings/rating-4_5.png,33,10-lb bag
"
            By I and Love and You","Dog,Food","Crude Protein,22.0% min,Crude Fat,10.5% min,Crude Fiber,6.5% max,Moisture,10.0% max","
        I and Love and You Raw Raw Beef Boom Ba Dinner Grain-Free Dehydrated Dog Food","
                        $57.29",/assets/img/ratings/rating-4_4.png,15,5.5-lb bag
"
            By Purina Pro Plan Veterinary Diets","Dog,Food","Crude Protein,25.0% min,Crude Fat,5.0% min,Crude Fat,9.0% max,Crude Fiber,3.0% max,Moisture,12.0% max,Ash,7.5% max,Calcium,0.8% min,Phosphorus,0.7% min,Vitamin A,10,000 IU/kg min,Vitamin E,460 IU/kg min,Absorbic Acid* (Vitamin C),70 mg/kg min,Approximate Number of 8-oz cups per day ,1/2 - 1 3/8 ,1 3/8 - 1 7/8 ,1 7/8 - 2 3/4 ,2 3/4 - 3 1/2 ,3 1/2 - 4 1/2 ,4 1/2 - 5 1/2 ","
        Purina Pro Plan Veterinary Diets Low Fat EN Gastroenteric Dry Dog Food","
                        $60.49",/assets/img/ratings/rating-4_8.png,8,18-lb bag
"
            By Health Extension","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Vitamin E,150 IU min,Phosphorus,1.0% min,Omega 3 Fatty Acids,0.5% min,Glucosamine HCl,400 mg/kg min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.2% min,Omega 6 Fatty Acids,2.5% min,Chondroitin Sulfate,200 mg/kg min","
        Health Extension Grain-Free Buffalo, Whitefish & Chickpea Formula Dry Dog Food","
                        $52.98",/assets/img/ratings/rating-4_6.png,28,23.5-lb bag
"
            By Diamond","Dog,Food","Crude Protein,26.0% min,Crude Fat,18.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,DHA (Docosahexaenoic Acid),0.05% min,Calcium,1.0% min,Phosphorus,0.8% min,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,0.5% min","
        Diamond Premium Adult Formula Dry Dog Food","
                        $36.99",/assets/img/ratings/rating-4_4.png,12,40-lb bag
"
            By Instinct","Dog,Food","Crude Protein,10.5% min,Crude Fat,8.0% min,Crude Fiber,2.0% max,Moisture,75.0% max,Calcium,0.3% min,Phosphorus,0.2% min,Vitamin E,25 IU/kg min,Ascorbic Acid (Vitamin C)*,30 mg/kg min,Omega 6 Fatty Acids*,0.65% min,Omega 3 Fatty Acids*,0.15% min","
        Instinct by Nature's Variety Limited Ingredient Diet Grain-Free Lamb Formula Canned Dog Food","
                        $28.08",/assets/img/ratings/rating-4_8.png,26,"13.2-oz, case of 6"
"
            By Merrick","Dog,Food","Crude Protein,32.0% min,Crude Fat,12.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Calcium,4.8% min,Phosphorus,0.4% min,DHA,0.05% min,Glucosamine,1200 mg/kg min,Chondroitin Sulfate,1200 mg/kg min,Bacillius Coagulans,90,000,000 cfu/lb min,L-Carnitine,200 mg/kg min,2 lbs,1/3,5 lbs,2/3,10 lbs,1,15 lbs,1 1/3,20 lbs,1 2/3,25 lbs,2,30 lbs,2 1/4","
        Merrick Lil' Plates Real Chicken & Sweet Potato Recipe Grain-Free Senior Dry Dog Food","
                        $15.99",/assets/img/ratings/rating-4_6.png,3,4-lb bag
"
            By Health Extension","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Vitamin E,150 IU min,Phosphorus,1.0% min,Omega 3 Fatty Acids,0.5% min,Glucosamine HCL,400 mg/kg min,Calcium,1.2% min,Omega 6 Fatty Acids,2.5% min,Chondroitin Sulfate,200 mg/kg min,2 -16 lbs,1/2 – 1,1/4,1/4 – 1,17 - 25 lbs,1 1/4 – 2,1 – 1 1/4,23 - 45 lbs,2 – 2 1/2,1 1/4 – 2,46 - 85 lbs,2 1/2 – 4 1/2,2 – 3,86 - 125 lbs,4 1/2 – 6,3 – 4,126 lbs+,Add 1/2 cup per 10 lbs,,Add 1/4 cup per 10 lbs","
        Health Extension Grain-Free Little Bites Buffalo & Whitefish Recipe Dry Dog Food","
                        $27.98",/assets/img/ratings/rating-4_5.png,15,10-lb bag
"
            By Solid Gold","Dog,Food","Crude Protein,27.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Zinc,200 mg/kg min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),50 mg/kg min,Taurine,0.05% min,L-Carnitine,25 mg/kg min,Omega 6 Fatty Acids,2.75% min,Omega 3 Fatty Acids,0.75% min,Docosahexaenoic Acid (DHA),0.05% min,Lactic Acid Bacteria,2 x 105 cfu/g min,16-30 lbs,1 ¼ - 2,31-45 lbs,2 - 2 ¾,46-60 lbs,2 ¾ - 3 ½,61-75 lbs,3 ½ - 4,76-100 lbs,4 - 5,over 100 lbs,5 cups/day plus ½ cup per 10 body weight","
        Solid Gold Wild Heart Quail, Chickpeas & Pumpkin Recipe Grain-Free Adult Dry Dog Food","
                        $60.79",/assets/img/ratings/rating-5_0.png,11,24-lb bag
"
            By Dave's Pet Food","Dog,Food","Crude Protein,9.0% min,Crude Fat,8.0% min,Crude Fiber,1.0% max,Moisture,78.0% max","
        Dave's Pet Food Naturally Healthy Chicken & Rice Recipe Canned Dog Food","
                        $19.99",/assets/img/ratings/rating-4_8.png,21,"13.2-oz, case of 12"
"
            By Now Fresh","Dog,Food","Crude Protein,25.0% min,Crude Fat,11.0% min,Crude Fiber,4.5% max,Moisture,10.0% max ,Calcium,0.9% min,Phosphorus,0.7% min,Glucosamine,670 mg/kg min,Chondroitin Sulphate,190 mg/kg min,L-Carnitine,190 mg/kg min,Taurine,0.15% min,Omega 6,2.2% min,Omega 3,0.44% min,Microorganisms,90,000,000 CFU/lb min,50 - 70 lbs,2 7/8 - 3 2/3,4 - 5 1/8,70 - 100 lbs,3 2/3 - 4 7/8,5 1/8 - 6 3/4,100 - 130 lbs,4 7/8 - 6,6 3/4 - 8 1/4,130 - 150 lbs,6 - 6 5/8,8 1/4 - 9 1/8","
        Now Fresh Grain-Free Large Breed Senior Weight Management Recipe Dry Dog Food","
                        $78.99",/assets/img/ratings/rating-4_5.png,21,25-lb bag
"
            By Pedigree","Dog,Food","CRUDE PROTEIN,8.0% MIN,CRUDE FAT,3.0% MIN,CRUDE FIBER,1.0% MAX,MOISTURE,82.0% MAX","
        Pedigree Choice Cuts in Gravy With Chicken & Rice Canned Dog Food","
                        $15.85",/assets/img/ratings/rating-4_0.png,6,"22-oz, case of 12"
"
            By Nature's Recipe","Dog,Food","Crude Protein,25.0% min,Crude Fat,13.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorous,0.8% min,.,Vitamin C,25 mg/kg min,Docosahexaenoic Acid (DHA),0.19% min,Omega 3 Fatty Acids,0.5%,Omega 6 Fatty Acids,2.35%,3 - 10 lbs,1 - 2,3/4 - 1 1/2,1/2 - 1,10 - 20 lbs,2 - 3 1/2,1 1/2 - 2 1/2,1 - 1 3/4,20 - 50 lbs,3 1/2 - 7,2 1/2 - 5 1/4,1 3/4 - 3 1/2,50 - 100 lbs,7 - 11 1/2,5 1/4 - 8 3/4,3 1/2 - 5 3/4,100+ lbs,Add 1/2 per every 10 lbs over 100 lbs,Add 1/2 per every 10 lbs over 100 lbs,Add 1/2 per every 10 lbs over 100 lbs","
        Nature's Recipe Joint Health Fish Meal & Chicken Meal Recipe Dry Dog Food","
                        $47.99",/assets/img/ratings/rating-4_5.png,7,30-lb bag
"
            By Precise Naturals","Dog,Food","Crude Protein,25.0% min,Crude Fat,10.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,2.57% min,Omega 3 Fatty Acids,0.5% min,Ascorbic Acid (Vitamin C),55 mg/kg min,Taurine,0.1% min,L-Carnitine,200 mg/kg min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,275 mg/kg min","
        Precise Naturals Senior Formula Dry Dog Food","
                        $40.06",/assets/img/ratings/rating-4_7.png,22,30-lb bag
"
            By Iams","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Vitamin E,60 IU/kg min,Selenium,.45 mg/kg min,L-Carnitine,30 mg/kg min,Omega-6 Fatty Acids,1.70% min,Omega-3 Fatty Acids,0.20% min,3 pounds,1/3 – 1/2 cups,10 pounds,3/4 – 1 cups,20 pounds,1 1/3 – 1 2/3 cups,30 pounds,1 3/4 – 2 1/4 cups,40 pounds,2 1/3 – 2 2/3 cups,50 pounds,2 3/4 – 3 1/4 cups,60 pounds,3 1/4 – 3 2/3 cups,70 pounds,3 1/2 – 4 cups,80 pounds,4 – 4 1/2 cups,100 pounds,4 2/3 – 5 1/3 cups","
        Iams Proactive Health With Beef & Rice Dry Dog Food","
                        $22.23",/assets/img/ratings/rating-4_5.png,4,26.2-lb bag
"
            By Health Extension","Dog,Food","Crude Protein,24.0% min,Crude Fat,9.0% min,Crude Fiber,4.0% max,Moisture,10.0% max","
        Health Extension Lite Little Bites Dry Dog Food","
                        $13.98",/assets/img/ratings/rating-4_9.png,25,4-lb bag
